"node","age","ci_lo","ci_hi","q50_lo","q50_hi","se"
106,105.345860011,105.34586,105.34586,105.34586,105.34586,NA
107,54.548220011,54.54822,54.54822,54.54822,54.54822,NA
108,44.098263341,39.4259244876989,51.7413358476749,44.0982633333333,45.9607577808642,NA
109,34.895022508,34.0703976285663,36.7531394671104,34.8950225,35.662119119034,NA
110,32.210790008,32.1431235459885,34.0112832910028,32.21079,33.0902533718027,NA
111,29.526557508,29.5202090532841,31.3340161464679,29.5265575,30.4280044090433,NA
112,26.842325008,26.842325,28.7872100633571,26.842325,27.8551827396534,NA
113,24.158092508,24.1580925,25.7735310245558,24.1580925,25.1928864267676,NA
114,21.473860008,21.47386,23.6008285375193,21.47386,22.6362718291782,NA
115,18.789627508,18.7896275,21.0001533827692,18.7896275,20.0516876748721,NA
116,16.105395008,16.1053949999999,18.3540666742366,16.1053949999999,17.3384083791556,NA
117,13.4211625080001,13.4211624999999,15.611810559908,13.4211624999999,14.6350608460458,NA
118,10.7369300080001,10.7369299999999,12.1167146024326,10.7369299999999,11.2187188077754,NA
119,8.05269750800007,7.97886097608981,9.19005915876767,8.05269749999992,8.41806531252004,NA
120,5.36846500800007,5.31187992236317,5.52742460243498,5.36846499999992,5.40815436689456,NA
121,2.68423250800008,2.61045993851977,2.71946318099576,2.67077084753787,2.68598547892809,NA
122,5.36846500800006,5.24009670622938,5.65305882697197,5.36846499999993,5.4845212274462,NA
123,8.94744167500005,8.392899576399,12.6755893696635,8.94744166666661,9.40788558054253,NA
124,4.47372084200005,4.31690453576909,4.64256758948567,4.4733042560509,4.5104930800855,NA
125,8.05269750800004,7.96035981653477,11.5240804797535,8.05269749999995,9.78872038054148,NA
126,12.526418341,12.5264183333333,14.9319737009143,12.5264183333333,13.8051634181199,NA
127,6.26320917400004,4.63242170644049,10.1104623577313,6.26320916666661,7.66206410634199,NA
128,16.105395008,15.4473010727101,17.1069855799288,16.0775239174607,16.261467590227,NA
129,10.736930008,10.577695544205,11.5669622481968,10.73693,10.8744430315495,NA
130,5.36846500800003,5.20288017516164,5.40219888036636,5.34150012297584,5.36846499999996,NA
131,19.326474008,19.183302998967,20.0745907252948,19.326474,19.735004938441,NA
132,14.494855508,14.2728764818993,14.7098972793001,14.4948555,14.5817324727976,NA
133,9.66323700800001,9.54020688983803,9.7547884340122,9.66323699999995,9.69158966504907,NA
134,4.83161850800001,4.76928211442346,4.89002367136956,4.83161849999995,4.85286564381719,NA
135,24.402113644,24.4021136363636,26.6423028126159,24.4021136363636,25.6013254301891,NA
136,21.96190228,21.9619022727272,24.4644500891595,21.9619022727272,23.2430550049356,NA
137,19.521690916,19.5216909090909,22.5328953135555,19.5216909090909,21.150609081931,NA
138,17.081479552,15.5467815839382,21.4127417991442,17.0814795454545,19.3947114733978,NA
139,14.641268188,14.6407223769303,18.9302432955661,14.6412681818181,17.3108798340837,NA
140,12.201056824,11.3580547358361,16.4202762813577,12.2010568181818,14.7553498030891,NA
141,9.76084545999997,9.75988108818884,12.5779724445485,9.76083838581346,10.7547275967236,NA
142,7.32063409599996,7.31995460776018,10.2719486886963,7.32063409090905,8.28177546004771,NA
143,4.88042273199996,4.79452248850393,7.02150202876032,4.88042272727269,5.40605162941198,NA
144,2.44021136799995,2.43877543777463,3.34697170531434,2.44021136363632,2.59334507368742,NA
145,2.44021136799995,2.36373445708143,3.67038271859951,2.44021136363632,2.68659670937268,NA
146,3.66031705099996,3.00445867946989,7.16735513889473,3.6603170454545,4.37111104270155,NA
147,6.50723030799998,5.73131636727244,8.21262559320659,6.50723030303027,6.80113700026351,NA
148,3.25361515599998,3.25361515151512,5.13215749157694,3.25361515151512,3.38480243496335,NA
149,3.25361515599998,2.95359427630582,3.57054084891864,3.25195673166299,3.27013234233326,NA
150,9.76084546099999,8.94292494412764,12.5849920978462,9.76084545454542,10.6744529860799,NA
151,4.88042273399999,4.40075472884057,7.96665072932113,4.88042272727269,5.98869902439951,NA
152,4.88042273399999,3.90266966950299,7.60237270660696,4.88042272727269,5.61364943233221,NA
153,9.760845461,8.05788046735478,14.1396087499477,9.76084545454542,11.2651590529339,NA
154,10.98095114,9.64440102971789,13.1529863291229,10.9809511363636,11.6629158341974,NA
155,16.268075765,16.2680757575757,18.5121937080959,16.2680757575757,17.6679432137258,NA
156,8.134037886,7.64084549480884,10.2026110784917,8.07640669517427,8.39661773030646,NA
157,27.609248579,27.6092485714286,29.3800692112208,27.6092485714286,28.4703444630998,NA
158,23.00770715,23.0077071428571,24.9379396975975,23.0077071428571,24.047075792507,NA
159,18.406165721,18.4061657142857,20.9771210362785,18.4061657142857,19.6876748569569,NA
160,13.804624292,13.7309918059985,16.1198525466718,13.8046242857143,14.6226707613968,NA
161,9.20308286300003,9.09757484133615,11.990518287606,9.20308285714283,10.2660631451618,NA
162,4.60154143400004,4.23261853206976,5.4750731217154,4.60154142857141,4.7808761239328,NA
163,6.90231214900002,6.74639349156904,7.45630930511788,6.90231214285713,7.08604768184781,NA
164,13.804624292,11.6781917085133,16.3962864406363,13.8046242857143,15.2844876236221,NA
165,9.20308286300003,8.85216077302555,12.5326934680066,9.20308285714285,10.6032297500839,NA
166,4.60154143400004,4.36882037175633,8.07584812097156,4.60154142857142,5.72435535662986,NA
167,4.60154143400004,4.52964005870241,8.02545096778691,4.60154142857142,5.99485314444708,NA
168,25.691781675,25.3427123889803,27.6628508617664,25.6917816666667,26.4809825198443,NA
169,16.488540842,16.3025711471159,18.7912015977263,16.4885408333333,17.3656544665132,NA
170,7.28530000900001,7.28529999999999,7.28530000000002,7.28529999999999,7.28530000000001,NA
171,5.82824000900001,5.81086398057858,6.79696769281475,5.82823999999999,5.96418088308944,NA
172,4.37118000900001,4.36873722076147,5.01397629172064,4.37118,4.50668577796593,NA
173,2.91412000900002,2.91411999999987,3.65436330572726,2.91412,3.02760660681952,NA
174,1.45706000900002,1.45417308996424,1.62629058639989,1.45706,1.50187797844517,NA
175,4.85686667600001,4.76742581988474,5.44052040391536,4.85686666666666,4.95895637179774,NA
176,2.42843334300001,2.36551521885138,3.00833386577509,2.42843333333333,2.52856617174183,NA
177,12.845890845,12.6917219487089,13.3785131066569,12.8458908333333,12.9930211328953,NA
178,33.648306671,33.3063090509093,36.1701203805627,33.6483066666667,34.4438053547842,NA
179,26.918645338,26.7657111494601,28.8008645679452,26.9186453333333,27.6483801769515,NA
180,20.188984005,19.64312110416,22.0665840357748,20.188984,20.9000191433786,NA
181,13.459322672,13.373221642418,13.9199918681549,13.4593226666667,13.6275770481701,NA
182,6.72966133900002,6.68805763091215,6.7801988471889,6.72966133333334,6.7456389025277,NA
183,17.94576356,17.5869487753469,18.0678170778802,17.8265842028814,17.9457635555556,NA
184,8.972881782,8.82935021290343,9.058883138792,8.94096484110101,8.97288177777781,NA
185,23.198350001,23.19835,23.19835,23.19835,23.19835,NA
186,18.558680001,17.7977136814673,19.3110348759759,18.55868,18.7243597946286,NA
187,13.919010001,13.4584735501266,15.0787944071564,13.91901,14.3653452205045,NA
188,9.27934000100001,8.42898758855171,10.5778056940374,9.27934,9.51745369841922,NA
189,4.63967000100001,3.8601987431325,6.01042040767873,4.63967000000001,4.86685775202252,NA
190,48.487306678,48.3003092589547,50.0724580514886,48.4873066666667,49.3013838704258,NA
191,42.426393345,42.3863090309421,44.2395395978625,42.4263933333333,43.3409784197568,NA
192,36.365480012,36.36548,38.7924826822933,36.36548,37.6145965861841,NA
193,30.304566679,30.3045666666667,33.1158745941429,30.3045666666667,31.7740660041138,NA
194,24.243653346,23.7698654779766,27.3517879663071,24.2436533333333,25.9136419712057,NA
195,18.182740013,17.2006394100414,22.3284456354587,18.18274,19.4033680569604,NA
196,12.12182668,12.1216301067771,20.7450237488682,12.1218266666667,14.8425897536907,NA
197,6.06091334699998,5.66306885882385,6.38842482873912,6.06091333333335,6.11541864439576,NA
198,9.09137001299999,8.75277844508125,13.3970999248723,9.09137000000001,10.9175358820589,NA
199,22.728425012,20.713078707903,26.1068083254158,22.728425,23.9056456007078,NA
200,15.152283345,13.0729435217868,16.8375037206885,15.1522833333331,15.5733459580118,NA
201,7.57614167799998,5.49816174391277,9.70027876124797,7.57413239788684,8.0528680549751,NA
202,18.182740012,16.3182447330856,21.6107614770791,18.18274,19.6488116263714,NA
203,38.789845345,38.3221647705087,40.7395852793143,38.7898453333333,39.7504353880562,NA
204,29.092384012,28.5462690794768,32.0336633089729,29.092384,30.0019458622469,NA
205,19.394922679,18.9146678325172,23.7891639510782,19.3949226666667,21.4232331884647,NA
206,9.69746134599997,9.69746133333332,15.0130540220083,9.69746133333332,12.3129827946519,NA
207,14.546192012,14.3469161113622,15.0330479395274,14.5309154272097,14.6406849848827,NA
208,70.230573341,67.1842312928769,72.4716649403108,70.2305733333333,70.970375130746,NA
209,35.115286671,23.3907124088939,39.9562151962438,34.0934859857374,35.7648063964167,NA
