"sig","time_branch","parent_node","child_node","ref_branch","rate","log_rate","candidate"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Leiopotherapon_macrolepis|Eupercaria_Centrarchiformes_Terapontidae_Leiopotherapon_unicolor|Eupercaria_Centrarchiformes_Terapontidae_Variichthys_lacustris",0.5762605217,117,123,0.000428,0.000742719627465329,-7.20519193645991,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Leiopotherapon_macrolepis|Eupercaria_Centrarchiformes_Terapontidae_Variichthys_lacustris",2.683453697,123,124,0.003515,0.00130987913222786,-6.63782041150071,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Mesopristes_argenteus|Eupercaria_Centrarchiformes_Terapontidae_Mesopristes_cancellatus|Eupercaria_Centrarchiformes_Terapontidae_Pelsartia_humeralis|Eupercaria_Centrarchiformes_Terapontidae_Rhynchopelates_oxyrhynchus",2.157081158,114,128,0.001714,0.000794592263551727,-7.13768145091141,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Mesopristes_argenteus|Eupercaria_Centrarchiformes_Terapontidae_Mesopristes_cancellatus|Eupercaria_Centrarchiformes_Terapontidae_Rhynchopelates_oxyrhynchus",6.444821302,128,129,0.006106,0.00094742735506183,-6.96176029406644,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Mesopristes_argenteus|Eupercaria_Centrarchiformes_Terapontidae_Rhynchopelates_oxyrhynchus",2.7517662,129,130,0.002778,0.00100953344074071,-6.89826699471673,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Pelates_sexlineatus|Terapontidae_Pelates_quadrilineatus",13.95162678,133,134,0.022158,0.00158820188852558,-6.44515279040579,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Pingalla_gilberti|Eupercaria_Centrarchiformes_Terapontidae_Pingalla_lorentzi|Eupercaria_Centrarchiformes_Terapontidae_Pingalla_midgleyi",9.874619528,135,155,0.008525,0.000863324402102472,-7.05472003704736,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Pingalla_lorentzi|Eupercaria_Centrarchiformes_Terapontidae_Pingalla_midgleyi",2.956728784,155,156,0.001879,0.000635499613683877,-7.36109907522814,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Scortum_barcoo|Eupercaria_Centrarchiformes_Terapontidae_Scortum_hillii|Eupercaria_Centrarchiformes_Terapontidae_Scortum_ogilbyi|Eupercaria_Centrarchiformes_Terapontidae_Scortum_parviceps",0.7864717476,139,150,0.001066,0.00135542058980886,-6.60364347443116,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Scortum_barcoo|Eupercaria_Centrarchiformes_Terapontidae_Scortum_hillii|Eupercaria_Centrarchiformes_Terapontidae_Scortum_ogilbyi|Eupercaria_Centrarchiformes_Terapontidae_Scortum_parviceps|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_bonapartensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_butleri|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_carcharus|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_dilliensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_holsworthi|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_kimberleyensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_moranensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_rastellus|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_trigonicus|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_versicolor|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_wunambal",0.1331774378,138,139,0.000182,0.00136659784875363,-6.59543094977834,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Scortum_barcoo|Eupercaria_Centrarchiformes_Terapontidae_Scortum_ogilbyi",4.751988775,150,152,0.005315,0.00111847907300665,-6.79578548708248,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Scortum_hillii|Eupercaria_Centrarchiformes_Terapontidae_Scortum_parviceps",3.453564018,150,151,0.004157,0.00120368407197136,-6.72236836522296,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_bonapartensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_butleri",1.719428876,142,146,0.001273,0.000740362115449316,-7.2083711462546,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_bonapartensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_butleri|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_carcharus|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_dilliensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_holsworthi|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_kimberleyensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_moranensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_rastellus|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_trigonicus|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_versicolor|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_wunambal",1.933431241,139,140,0.001887,0.000975985057024327,-6.93206328209428,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_bonapartensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_butleri|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_carcharus|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_dilliensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_holsworthi|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_kimberleyensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_rastellus|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_trigonicus|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_versicolor|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_wunambal",0.3037505179,140,141,0.00037,0.00121810491899082,-6.71045897301775,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_bonapartensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_butleri|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_kimberleyensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_rastellus|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_trigonicus|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_wunambal",0.002649757482,141,142,1e-06,0.00037739302815185,-7.88222339856599,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_carcharus|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_dilliensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_holsworthi|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_versicolor",0.4902706708,141,147,0.000876,0.00178676811029831,-6.32734681602732,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_carcharus|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_versicolor",1.021363078,147,149,0.001736,0.00169968940271405,-6.37730974889828,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_dilliensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_holsworthi",0.001318997943,147,148,1e-06,0.000758151296070672,-7.18462759320131,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_kimberleyensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_rastellus",1.037197522,143,145,0.00041,0.000395295969478801,-7.83587578382087,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_kimberleyensis|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_rastellus|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_trigonicus|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_wunambal",1.337247726,142,143,0.000839,0.000627408058871509,-7.37391341742008,"chronos_discrete"
"clade:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_trigonicus|Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_wunambal",0.639205563,143,144,0.000768,0.00120149142068715,-6.72419164331499,"chronos_discrete"
"clade:Kyphosidae_Kyphosus_pacificus|Kyphosidae_Kyphosus_sectatrix",1.020091404,173,174,0.000928,0.000909722399738994,-7.00237106022406,"chronos_discrete"
"tip:Centrarchidae_Lepomis_macrochirus",30.00620733,208,105,0.022586,0.000752710922496982,-7.19182930493969,"chronos_discrete"
"tip:Centrarchidae_Micropterus_dolomieu",4.33372854,209,103,0.003348,0.000772544927329481,-7.16582039252819,"chronos_discrete"
"tip:Centrarchidae_Micropterus_salmoides",4.33372854,209,104,0.003338,0.000770237445467685,-7.16881171991577,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Dichistiidae_Dichistius_capensis",20.57784941,184,76,0.012183,0.000592044375350495,-7.43192896752718,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Dichistiidae_Dichistius_multifasciatus",20.57784941,184,75,0.032336,0.00157139841757643,-6.45578934423819,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Girellidae_Girella_cyanea",10.69271716,196,86,0.000761,7.11699363793889e-05,-9.55044007057806,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Girellidae_Girella_fimbriata",0.8041055895,202,95,1e-06,1.24361776992722e-06,-13.5974858697619,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Girellidae_Girella_laevifrons",11.77091494,194,89,0.012285,0.00104367418018229,-6.86500792617926,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Girellidae_Girella_leonina",0.2076064411,201,91,1e-06,4.81680623540153e-06,-12.2433994562858,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Girellidae_Girella_melanichthys",0.2076064411,201,90,0.000549,0.00264442662323544,-5.93530101477629,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Girellidae_Girella_mezina",10.07623138,200,92,0.011373,0.00112869579618566,-6.78669247548411,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Girellidae_Girella_nebulosa",0.8041055895,202,94,0.001414,0.00175847552667708,-6.34330802330541,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Girellidae_Girella_nigricans",1.958455313,198,88,0.003097,0.00158134831029458,-6.44947743490276,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Girellidae_Girella_punctata",11.8837981,199,93,0.006637,0.00055849148093487,-7.49027119304518,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Girellidae_Girella_simplicidens",1.958455313,198,87,0.001983,0.00101253267656253,-6.89530048635617,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Girellidae_Girella_tricuspidata",9.208022381,197,85,0.007605,0.000825910242756609,-7.09902445529133,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Girellidae_Girella_zebra",9.208022381,197,84,0.013903,0.00150987904076859,-6.49572573681518,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Girellidae_Graus_nigra",34.55996458,191,96,0.039409,0.00114030788164656,-6.77645698141872,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Kuhliidae_Kuhlia_caudavittata",23.52674582,158,58,0.024914,0.00105896498353889,-6.85046327850077,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Kuhliidae_Kuhlia_mugil",1.861654747,166,53,0.001613,0.000866433479461915,-7.05112522098586,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Kuhliidae_Kuhlia_munda",32.96394831,157,59,0.040495,0.00122846327809935,-6.70199125810683,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Kuhliidae_Kuhlia_nutabunda",1.431802156,167,55,0.001507,0.00105251971697688,-6.85656825911349,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Kuhliidae_Kuhlia_rupestris",10.27524781,163,52,0.007721,0.000751417400608657,-7.19354926750849,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Kuhliidae_Kuhlia_salelea",3.125569136,162,48,0.004538,0.00145189557566709,-6.53488528275038,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Kuhliidae_Kuhlia_sandvicensis",1.431802156,167,56,0.001505,0.00105112287594572,-6.85789628055701,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Kuhliidae_Kuhlia_sauvagii",10.27524781,163,51,0.015541,0.00151246960534376,-6.49401146390169,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Kyphosidae_Kyphosus_azureus",17.16840131,177,70,0.017991,0.00104791352876408,-6.86095420720878,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Kyphosidae_Kyphosus_bigibbus",2.412230019,173,62,0.002216,0.000918652028432451,-6.992603148843,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Kyphosidae_Kyphosus_cornelii",17.16840131,177,69,0.015082,0.000878474339437491,-7.03732386028281,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Kyphosidae_Kyphosus_hawaiiensis",2.166941133,175,67,0.001403,0.000647456443847937,-7.3424590348417,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Kyphosidae_Kyphosus_ocyurus",1.263098087,176,65,0.001931,0.00152878071772426,-6.48328477780466,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Kyphosidae_Kyphosus_sydneyanus",12.74297697,169,68,0.006616,0.000519187942941091,-7.56324461522252,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Microcanthidae_Microcanthus_strigatus",29.56151117,181,73,0.041516,0.00140439369832121,-6.5681496007769,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Microcanthidae_Neatypus_obliquus",23.62413501,182,71,0.031782,0.00134531909788641,-6.61112404656788,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Microcanthidae_Tilodon_sexfasciatus",23.62413501,182,72,0.020591,0.000871608632074102,-7.04517005123232,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Oplegnathidae_Oplegnathus_conwayi",42.07652926,183,77,0.04296,0.00102099675889475,-6.88697591424662,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Oplegnathidae_Oplegnathus_fasciatus",15.48200576,188,80,0.004583,0.000296021075760148,-8.12507990428256,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Oplegnathidae_Oplegnathus_insignis",22.37683645,186,82,0.044127,0.00197199457119865,-6.22870977574735,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Oplegnathidae_Oplegnathus_peaolopesi",0.8811566998,189,79,0.002902,0.00329339832592623,-5.71583532149221,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Oplegnathidae_Oplegnathus_robinsoni",0.8811566998,189,78,1e-06,1.13487192485397e-06,-13.6889907549363,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Scorpididae_Labracoglossa_argenteiventris",40.41694672,203,102,0.046588,0.00115268479637395,-6.76566145202185,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Scorpididae_Medialuna_californiensis",22.18633783,207,101,0.015051,0.000678390463325961,-7.29578753118273,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Scorpididae_Scorpis_georgiana",22.18633783,207,100,0.030009,0.00135258915779342,-6.60573462868181,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Scorpididae_Scorpis_lineolata",3.132786198,206,98,0.002596,0.000828655336153265,-7.09570624784113,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Scorpididae_Scorpis_violacea",3.132786198,206,97,0.002214,0.000706719150324857,-7.25487721239653,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Amniataba_affinis",6.715218823,121,1,0.004459,0.000664014102523015,-7.3172071699739,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Amniataba_caudavittata",9.273483055,119,4,0.007469,0.000805414746077842,-7.12415320070305,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Amniataba_percoides",1.385223522,125,10,0.000531,0.000383331636784031,-7.86661005106567,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Bidyanus_welchi",2.945722725,154,42,0.005346,0.00181483476181554,-6.31176085573176,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Hannia_greenwayi",6.413448892,122,6,0.005887,0.000917914853479743,-6.99340592384625,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Helotes_octolineatus",22.25376377,133,21,0.034201,0.00153686362241815,-6.47801154808383,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Hephaestus_carbo",0.5580547055,127,12,0.000233,0.00041752179079153,-7.78117382152275,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Hephaestus_epirrhinos",2.486815116,153,40,0.000586,0.00023564276903004,-8.35319359027628,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Hephaestus_habbemai",0.5580547055,127,13,7e-04,0.00125435731139086,-6.68113194004505,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Hephaestus_transmontanus",6.126208719,126,14,0.008332,0.00136005813418647,-6.60022783442241,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Hephaestus_tulliensis",5.672588588,138,39,0.002882,0.000508057292590668,-7.58491633605477,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Lagusia_micracanthus",8.547978509,120,3,0.018915,0.00221280387872814,-6.11349484419553,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Leiopotherapon_aheneus",6.413448892,122,5,0.008311,0.00129587062124514,-6.64857251532149,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Leiopotherapon_macrolepis",8.317807007,124,7,0.013211,0.00158827921697174,-6.44510410228607,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Leiopotherapon_plumbeus",6.715218823,121,2,0.007277,0.00108365791075577,-6.82741300625429,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Leiopotherapon_unicolor",11.0012607,123,9,0.004394,0.000399408769578563,-7.82552518034188,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Mesopristes_argenteus",17.44679533,130,16,0.007666,0.000439393014877535,-7.73011629509612,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Mesopristes_cancellatus",20.19856153,129,17,0.018249,0.000903480179660101,-7.00925638546083,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Pelates_sexlineatus",8.30213699,134,19,0.008957,0.00107887884899861,-6.83183287982696,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Pelsartia_humeralis",26.64338284,128,18,0.021582,0.000810032274415196,-7.11843646613455,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Pingalla_gilberti",9.585213123,155,46,0.011452,0.00119475695042404,-6.72981250305145,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Pingalla_lorentzi",6.628484339,156,45,0.006642,0.00100203902737168,-6.90571832760524,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Pingalla_midgleyi",6.628484339,156,44,0.003993,0.00060240015602155,-7.41458862247871,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Rhynchopelates_oxyrhynchus",17.44679533,130,15,0.02682,0.00153724506379018,-6.47776338420095,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Scortum_barcoo",0.0009506274183,152,38,1e-06,0.00105193683745025,-6.85712220691565,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Scortum_hillii",1.299375385,151,35,0.001674,0.00128831130658982,-6.65442298284125,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Scortum_ogilbyi",0.0009506274183,152,37,1e-06,0.00105193683745025,-6.85712220691565,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Scortum_parviceps",1.299375385,151,36,0.001147,0.000882731821181913,-7.0324891167613,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_bonapartensis",1.580150758,146,28,0.001747,0.00110559071098455,-6.80737550677293,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_butleri",1.580150758,146,29,0.000943,0.000596778500548617,-7.42396453427353,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_carcharus",1.790595642,149,33,0.00478,0.0026695027553295,-5.92586305787266,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_dilliensis",2.810639723,148,30,0.004834,0.00171989314761421,-6.36549311356663,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_holsworthi",2.810639723,148,31,0.000859,0.000305624371907448,-8.0931537528458,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_kimberleyensis",0.9251343854,145,27,1e-06,1.08092404280015e-06,-13.7376942874557,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_moranensis",3.605979909,140,34,0.002611,0.000724075027008144,-7.23061554248333,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_rastellus",0.9251343854,145,26,0.001262,0.00136412614201379,-6.59724124435458,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_trigonicus",1.323126345,144,25,0.001135,0.000857816794510278,-7.06112000748808,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_versicolor",1.790595642,149,32,1e-06,5.58473379776047e-07,-14.3980588833582,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Syncomistes_wunambal",1.323126345,144,24,0.001737,0.00131279979917564,-6.63559317116247,"chronos_discrete"
"tip:Eupercaria_Centrarchiformes_Terapontidae_Variichthys_lacustris",8.317807007,124,8,0.005728,0.000688643051609577,-7.28078748852394,"chronos_discrete"
"tip:Kuhliidae_Kuhlia_malo",3.125569136,162,49,0.003259,0.00104269010160843,-6.8659512692526,"chronos_discrete"
"tip:Kuhliidae_Kuhlia_marginata",4.434453181,161,50,0.001015,0.00022888955155709,-8.38227097836872,"chronos_discrete"
"tip:Kuhliidae_Kuhlia_petiti",1.861654747,166,54,0.001621,0.000870730731684912,-7.04617777737539,"chronos_discrete"
"tip:Kuhliidae_Kuhlia_xenura",11.12121208,164,57,0.005143,0.000462449592994364,-7.67897299507173,"chronos_discrete"
"tip:Kyphosidae_Kyphosus_cinerascens",4.527710505,172,63,0.003823,0.000844356103549072,-7.07693622871672,"chronos_discrete"
"tip:Kyphosidae_Kyphosus_elegans",5.762854172,171,64,0.004243,0.000736267112330463,-7.21391758071447,"chronos_discrete"
"tip:Kyphosidae_Kyphosus_pacificus",1.392138615,174,61,0.001275,0.000915857075051395,-6.99565023706762,"chronos_discrete"
"tip:Kyphosidae_Kyphosus_sectatrix",1.392138615,174,60,0.001341,0.000963266147171703,-6.94518081137847,"chronos_discrete"
"tip:Kyphosidae_Kyphosus_vaigiensis",1.263098087,176,66,0.000538,0.000425936833835138,-7.76121950007139,"chronos_discrete"
"tip:Oplegnathidae_Oplegnathus_punctatus",16.59797023,187,81,0.008042,0.000484517075796683,-7.63235788309211,"chronos_discrete"
"tip:Oplegnathidae_Oplegnathus_woodwardi",23.19835,185,83,0.013728,0.000591766224753054,-7.43239889168994,"chronos_discrete"
"tip:Scorpididae_Atypichthys_strigatus",33.49831218,180,74,0.006361,0.00018989016419155,-8.56906473616067,"chronos_discrete"
"tip:Scorpididae_Scorpis_aequipinnis",7.002669779,205,99,0.004848,0.00069230738461186,-7.27548050355709,"chronos_discrete"
"tip:Terapontidae_Bidyanus_bidyanus",2.945722725,154,43,1e-06,3.39475264088204e-07,-14.8958647524306,"chronos_discrete"
"tip:Terapontidae_Hephaestus_fuliginosus",1.385223522,125,11,0.001587,0.00114566347942798,-6.7717713517812,"chronos_discrete"
"tip:Terapontidae_Hephaestus_jenkinsi",2.486815116,153,41,0.003504,0.00140903116498509,-6.56485292779701,"chronos_discrete"
"tip:Terapontidae_Pelates_quadrilineatus",8.30213699,134,20,0.012288,0.00148010084810706,-6.5156450529147,"chronos_discrete"
"tip:Terapontidae_Terapon_jarbua",34.47307245,111,47,0.039468,0.00114489359940994,-6.77244357257338,"chronos_discrete"
"tip:Terapontidae_Terapon_puta",29.26870836,131,23,0.035678,0.00121898102099918,-6.70973999792399,"chronos_discrete"
"tip:Terapontidae_Terapon_theraps",27.08778202,132,22,0.033478,0.00123590776001084,-6.69594955055438,"chronos_discrete"
"clade:Centrarchidae_Lepomis_macrochirus|Centrarchidae_Micropterus_dolomieu|Centrarchidae_Micropterus_salmoides",75.34276191,106,208,0.027243,0.00036158748776084,-7.92500653247624,"chronos_clock"
"clade:Centrarchidae_Micropterus_dolomieu|Centrarchidae_Micropterus_salmoides",25.67277424,208,209,0.014861,0.000578862255441234,-7.4544460094865,"chronos_clock"
"clade:Eupercaria_Centrarchiformes_Dichistiidae_Dichistius_capensis|Eupercaria_Centrarchiformes_Dichistiidae_Dichistius_multifasciatus",21.50856163,183,184,0.025626,0.00119143253002363,-6.73259888911052,"chronos_clock"
