"ref_node","n_tips","n_events","emd","burst_ref","burst_est","burst_loss","centroid_shift","weight","candidate"
315,14,12,0.30907551982795,1.55410511029669,0.734350057868527,0.527477225958763,0.313962252633275,9.38096107551229,"RelTime"
317,12,10,0.292334182813144,1.43420871408063,0.709113760625439,0.505571432062798,0.293666876703488,8.11108205256386,"RelTime"
166,163,161,0.402494994201703,2.81862742769421,1.94839164753526,0.308744522815684,0.405648736288521,64.7100506153827,"MCMCTree"
167,84,82,0.284521514744629,2.86690577225093,1.74271793416713,0.392125841373839,0.28884942527878,40.2299181619499,"MCMCTree"
168,12,10,0.306570353694438,0.99405660472073,1.60242909835202,0,0.319845175012227,8.11108205256386,"MCMCTree"
172,8,6,0.404045218540715,0.976563170439873,1.7950138411706,0,0.419027370268625,5.38207906477617,"MCMCTree"
179,72,70,0.256290991456406,3.29111022610479,2.07733156784672,0.368805228287438,0.259055831611319,35.8965590987459,"MCMCTree"
181,70,68,0.234698263215938,2.88452886667244,1.95528062890295,0.322149051273368,0.235556431950185,35.1509587624725,"MCMCTree"
182,15,13,0.25526447169675,1.04428363684376,1.07043602779644,0,0.259622251954822,9.99671080380871,"MCMCTree"
184,13,11,0.177399479171262,0.711825931630992,0.7314692249178,0,0.183245093890465,8.75276296257109,"MCMCTree"
196,55,53,0.321031243334989,2.92114474609476,1.16575706457255,0.600924580635167,0.324190696236123,29.305002651553,"MCMCTree"
197,12,10,0.374665860334577,1.58755573921041,1.43443439853418,0.0964510013061295,0.37747668421345,8.11108205256386,"MCMCTree"
208,43,41,0.122214747846706,1.35766069422283,1.01938763606147,0.249158762274357,0.125215863151237,24.2306363639842,"MCMCTree"
215,36,34,0.0958045881139774,1.4311540674406,1.14692506948843,0.198601257836815,0.0982998417898774,21.0550886448637,"MCMCTree"
216,14,12,0.1085658778468,1.46619318187206,1.5188634747835,0,0.110553685278358,9.38096107551229,"MCMCTree"
220,10,8,0.229658549448155,1.59155500216491,0.837542609490127,0.473758300309234,0.233527929352,6.78227203188358,"MCMCTree"
221,9,7,0.241323464717254,1.58877954243195,0.888208891138708,0.44094893758541,0.246570416673463,6.09206752862678,"MCMCTree"
229,22,20,0.073965482917629,1.347099240474,1.22149075318733,0.0932436776093605,0.0753272415092004,14.02235641975,"MCMCTree"
230,21,19,0.0744176915037711,1.44597444251627,1.25962178327913,0.128876869298411,0.0752869531691537,13.4735416843829,"MCMCTree"
235,16,14,0.0701013792789204,1.69323764256472,1.4930086440313,0.118252154039062,0.0613724051033447,10.6009136370944,"MCMCTree"
236,15,13,0.16699439726228,1.00766128125047,1.05565131520032,0,0.169734845463114,9.99671080380871,"MCMCTree"
240,11,9,0.142971453182611,0.660915634832389,0.748968556313378,0,0.147503772315169,7.454719949364,"MCMCTree"
250,79,77,0.482966641071326,2.48211219792908,2.62966236342386,0,0.490505198195952,38.4521276638671,"MCMCTree"
257,72,70,0.448859251010562,2.76972111102848,2.67862836029169,0.0328887808862961,0.455147086356646,35.8965590987459,"MCMCTree"
258,37,35,0.209562898541633,1.17610023229649,1.53392382416337,0,0.215775170805267,21.5202499388402,"MCMCTree"
259,12,10,0.091466400612167,0.933187130230002,1.03953747673199,0,0.0932555104908553,8.11108205256386,"MCMCTree"
262,9,7,0.0271267908346044,1.21788814820768,1.1836546158209,0.02810892973803,0.0250620902194363,6.09206752862678,"MCMCTree"
263,8,6,0.0379504148696399,1.4333138843725,1.34035058675984,0.064858994687889,0.0295342248885744,5.38207906477617,"MCMCTree"
270,25,23,0.103426452667652,1.50083690883614,1.86789617307036,0,0.105612818406231,15.6252820830395,"MCMCTree"
274,21,19,0.143905359511033,1.57449934189411,1.88300537024331,0,0.145680442306987,13.4735416843829,"MCMCTree"
279,16,14,0.163183436532252,1.85375291924241,2.19645847336965,0,0.162682745722521,10.6009136370944,"MCMCTree"
282,13,11,0.189903263393781,1.5527395282924,0.752476300967152,0.515387940310124,0.189711842840851,8.75276296257109,"MCMCTree"
283,12,10,0.195710576935647,1.72587900472825,0.704117294177284,0.592023952867574,0.195410675051205,8.11108205256386,"MCMCTree"
294,35,33,0.195666665035514,2.78902751585624,1.93417796415069,0.306504524191758,0.17758715056635,20.5857490370166,"MCMCTree"
295,34,32,0.394263791320941,2.34172234067553,1.1179551204495,0.522592793760718,0.402015111121354,20.1120857900609,"MCMCTree"
296,8,6,0.0620075379458903,0.825705363303922,0.971920730029312,0,0.0621391748973889,5.38207906477617,"MCMCTree"
303,26,24,0.313288784995829,2.05525363753826,0.999231496796344,0.513815969695245,0.317800379900462,16.1462371943285,"MCMCTree"
304,25,23,0.321969298824512,2.11948635349685,1.03790314421412,0.510304398751027,0.325724854743692,15.6252820830395,"MCMCTree"
306,23,21,0.329095322043911,2.1072750324154,1.05373400501478,0.49995421157367,0.334588442471248,14.5636722402138,"MCMCTree"
307,9,7,0.252330331359944,0.819210159076582,0.935200142648009,0,0.267159328675854,6.09206752862678,"MCMCTree"
308,8,6,0.295866305247246,0.760229827760304,0.936722359936447,0,0.310719283802138,5.38207906477617,"MCMCTree"
315,14,12,0.287242144637783,1.55410511029669,0.825538219055476,0.468801554292333,0.290133746146072,9.38096107551229,"MCMCTree"
317,12,10,0.256591753057199,1.43420871408063,0.770537146140912,0.462744063275819,0.254338730014816,8.11108205256386,"MCMCTree"
